# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl7;60;1440519747;0.00;702.72;3052.54;0.00;7900.08;0.00;0.00;0.00;0.00
pgxl7;60;1440519807;0.00;33.20;477.87;0.00;634.67;0.00;0.00;0.00;0.00
pgxl7;60;1440519867;0.00;76.47;298.12;0.00;1154.98;0.00;0.00;0.00;0.00
pgxl7;60;1440519927;0.00;706.38;633.35;0.00;8918.52;0.00;0.00;0.00;0.00
pgxl7;60;1440519987;0.00;142.92;362.98;0.00;2102.70;0.00;0.00;0.00;0.00
pgxl7;60;1440520047;0.00;6.18;68.70;0.00;272.55;0.00;0.00;0.00;0.00
pgxl7;60;1440520107;0.00;491.95;1059.00;0.00;6360.23;0.00;0.00;0.00;0.00
pgxl7;60;1440520167;0.00;371.42;208.07;0.00;4843.57;0.00;0.00;0.00;0.00
pgxl7;60;1440520227;0.00;11.85;517.07;0.00;921.58;0.00;0.00;0.00;0.00
pgxl7;60;1440520287;0.00;169.67;715.38;0.00;2213.67;0.00;0.00;0.00;0.00
pgxl7;60;1440520347;0.00;184.63;379.40;0.00;2461.13;0.00;0.00;0.00;0.00
pgxl7;60;1440520407;0.00;9.22;118.68;0.00;462.68;0.00;0.00;0.00;0.00
pgxl7;60;1440520467;0.00;311.63;836.98;0.00;4072.20;0.00;0.00;0.00;0.00
pgxl7;60;1440520527;0.00;462.03;706.50;0.00;5727.38;0.00;0.00;0.00;0.00
pgxl7;60;1440520587;0.00;301.95;857.78;0.00;3973.68;0.00;0.00;0.00;0.00
pgxl7;60;1440520647;0.00;158.73;131.72;0.00;551.15;0.00;0.00;0.00;0.00
